Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728633968,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728633969,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728633970,20,,Aggregated,0.000000,0.000000,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1,0,1393.9935000000787,1393.9935000000787,1393.9935000000787,1393.9935000000787,3782.0
1728633971,30,,Aggregated,0.000000,0.000000,2100,2100,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,0,2100.0,2227.2141142856785,1393.9935000000787,2984.633199999962,1647.2857142857142
1728633972,40,,Aggregated,0.500000,0.000000,2100,3000,3000,3000,3900,3900,3900,3900,3900,3900,3900,8,0,2100.0,2436.986524999952,1393.9935000000787,3905.3933999998662,1913.5
1728633973,50,,Aggregated,0.500000,0.000000,2100,3000,3000,3000,3900,3900,3900,3900,3900,3900,3900,8,0,2100.0,2436.986524999952,1393.9935000000787,3905.3933999998662,1913.5
1728633974,60,,Aggregated,1.666667,0.000000,2100,3000,3000,3000,3900,5200,5200,5200,5200,5200,5200,11,0,2100.0,2581.3774999999373,1393.9935000000787,5232.988199999909,1744.7272727272727
1728633975,80,,Aggregated,1.666667,0.000000,2100,3000,3000,3000,3900,5200,5200,5200,5200,5200,5200,11,0,2100.0,2581.3774999999373,1393.9935000000787,5232.988199999909,1744.7272727272727
1728633976,90,,Aggregated,1.666667,0.000000,2100,3000,3000,3000,3900,5200,5200,5200,5200,5200,5200,11,0,2100.0,2581.3774999999373,1393.9935000000787,5232.988199999909,1744.7272727272727
1728633977,100,,Aggregated,1.833333,0.000000,3000,3600,3800,3900,5200,8300,8300,8300,8300,8300,8300,17,0,3000.0,3241.17852941172,1393.9935000000787,8261.479799999961,1805.0588235294117
1728633978,100,,Aggregated,1.833333,0.000000,3000,3600,3800,3900,5200,8300,8300,8300,8300,8300,8300,17,0,3000.0,3241.17852941172,1393.9935000000787,8261.479799999961,1805.0588235294117
1728633979,100,,Aggregated,1.833333,0.000000,3000,3600,3800,3900,5200,8300,8300,8300,8300,8300,8300,17,0,3000.0,3241.17852941172,1393.9935000000787,8261.479799999961,1805.0588235294117
1728633980,100,,Aggregated,1.833333,0.000000,3000,3600,3800,3900,5200,8300,8300,8300,8300,8300,8300,17,0,3000.0,3241.17852941172,1393.9935000000787,8261.479799999961,1805.0588235294117
1728633981,100,,Aggregated,1.700000,0.000000,3600,4100,5200,6000,7600,8300,12000,12000,12000,12000,12000,22,0,3600.0,4166.807377272697,1393.9935000000787,11955.913799999962,2253.5
1728633982,100,,Aggregated,1.700000,0.000000,3600,4100,5200,6000,7600,8300,12000,12000,12000,12000,12000,22,0,3600.0,4166.807377272697,1393.9935000000787,11955.913799999962,2253.5
1728633983,100,,Aggregated,1.700000,0.000000,3600,4100,5200,6000,7600,8300,12000,12000,12000,12000,12000,22,0,3600.0,4166.807377272697,1393.9935000000787,11955.913799999962,2253.5
1728633984,100,,Aggregated,1.700000,0.000000,3600,4100,5200,6000,7600,8300,12000,12000,12000,12000,12000,22,0,3600.0,4166.807377272697,1393.9935000000787,11955.913799999962,2253.5
1728633985,100,,Aggregated,1.700000,0.000000,3600,4100,5200,6000,7600,8300,12000,12000,12000,12000,12000,22,0,3600.0,4166.807377272697,1393.9935000000787,11955.913799999962,2253.5
1728633986,100,,Aggregated,1.100000,0.000000,4100,7000,7400,7600,8300,12000,17000,17000,17000,17000,17000,29,0,4100.0,5282.660365517224,1393.9935000000787,16636.50849999999,2364.4827586206898
1728633987,100,,Aggregated,1.100000,0.000000,4100,7000,7400,7600,8300,12000,17000,17000,17000,17000,17000,29,0,4100.0,5282.660365517224,1393.9935000000787,16636.50849999999,2364.4827586206898
1728633988,100,,Aggregated,1.100000,0.000000,4100,7000,7400,7600,8300,12000,17000,17000,17000,17000,17000,29,0,4100.0,5282.660365517224,1393.9935000000787,16636.50849999999,2364.4827586206898
1728633989,100,,Aggregated,1.200000,0.000000,5200,6700,7400,7600,8300,17000,20000,20000,20000,20000,20000,35,0,5200.0,5780.938742857128,1393.9935000000787,19661.461200000078,2394.3714285714286
1728633990,100,,Aggregated,1.200000,0.000000,5200,6700,7400,7600,8300,17000,20000,20000,20000,20000,20000,35,0,5200.0,5780.938742857128,1393.9935000000787,19661.461200000078,2394.3714285714286
1728633991,100,,Aggregated,1.200000,0.000000,5200,6700,7400,7600,8300,17000,20000,20000,20000,20000,20000,35,0,5200.0,5780.938742857128,1393.9935000000787,19661.461200000078,2394.3714285714286
1728633992,100,,Aggregated,1.200000,0.000000,5200,6700,7400,7600,8300,17000,20000,20000,20000,20000,20000,35,0,5200.0,5780.938742857128,1393.9935000000787,19661.461200000078,2394.3714285714286
1728633993,100,,Aggregated,1.200000,0.000000,5200,6700,7400,7600,8300,17000,20000,20000,20000,20000,20000,35,0,5200.0,5780.938742857128,1393.9935000000787,19661.461200000078,2394.3714285714286
1728633994,100,,Aggregated,1.300000,0.000000,5500,6400,7000,7600,8300,17000,25000,25000,25000,25000,25000,43,0,5500.0,6245.548706976736,1393.9935000000787,24730.714199999966,2564.5348837209303
1728633995,100,,Aggregated,1.300000,0.000000,5500,6400,7000,7600,8300,17000,25000,25000,25000,25000,25000,43,0,5500.0,6245.548706976736,1393.9935000000787,24730.714199999966,2564.5348837209303
