Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728634209,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728634210,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1728634211,150,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,9,0,1700.0,1662.9362000000028,1229.6687999998994,1727.728500000012,882.8888888888889
1728634212,200,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,2900,2900,2900,2900,2900,2900,2900,10,0,1700.0,1781.9220500000029,1229.6687999998994,2852.794700000004,1172.5
1728634213,250,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,2900,2900,2900,2900,2900,2900,2900,10,0,1700.0,1781.9220500000029,1229.6687999998994,2852.794700000004,1172.5
1728634214,300,,Aggregated,3.000000,0.000000,1700,1700,2100,2100,2900,4900,4900,4900,4900,4900,4900,13,0,1700.0,2070.6027153846135,1229.6687999998994,4921.470499999941,1487.4615384615386
1728634215,350,,Aggregated,3.000000,0.000000,1700,1700,2100,2100,2900,4900,4900,4900,4900,4900,4900,13,0,1700.0,2070.6027153846135,1229.6687999998994,4921.470499999941,1487.4615384615386
1728634216,400,,Aggregated,3.000000,0.000000,1700,1700,2100,2100,2900,4900,4900,4900,4900,4900,4900,13,0,1700.0,2070.6027153846135,1229.6687999998994,4921.470499999941,1487.4615384615386
1728634217,450,,Aggregated,3.000000,0.000000,1700,1700,2100,2100,2900,4900,4900,4900,4900,4900,4900,13,0,1700.0,2070.6027153846135,1229.6687999998994,4921.470499999941,1487.4615384615386
1728634218,500,,Aggregated,3.000000,0.000000,1700,1700,2100,2100,2900,4900,4900,4900,4900,4900,4900,13,0,1700.0,2070.6027153846135,1229.6687999998994,4921.470499999941,1487.4615384615386
